probe_set	gene_id	adjust_score	start	end
Mtr.2435.1.S1_s_at	Medtr4g063935.2	495	408	820
Mtr.2435.1.S1_s_at	Medtr4g063935.1	450	72	490
Mtr.24351.1.S1_s_at	Medtr3g090350.1	495	651	989
Mtr.24353.1.S1_at	Medtr3g107393.1	495	458	760
Mtr.24354.1.S1_at	Medtr3g107420.1	405	958	1475
Mtr.24354.1.S1_at	Medtr3g107420.2	405	838	1355
Mtr.24354.1.S1_at	Medtr3g107420.4	405	1572	1851
Mtr.24357.1.S1_at	Medtr3g107450.1	495	28	402
Mtr.24359.1.S1_at	Medtr3g107470.1	450	612	1015
Mtr.2436.1.S1_at	Medtr8g099640.1	495	896	1424
Mtr.24360.1.S1_s_at	Medtr3g107520.1	495	2969	3439
Mtr.24361.1.S1_at	Medtr3g107530.1	495	576	1038
Mtr.24363.1.S1_s_at	Medtr3g107600.1	495	463	906
Mtr.24364.1.S1_s_at	Medtr1g083910.1	495	2487	2839
Mtr.24364.1.S1_s_at	Medtr1g083910.3	495	1592	1944
Mtr.24364.1.S1_s_at	Medtr1g083910.2	495	2469	2821
Mtr.24365.1.S1_s_at	Medtr1g083860.1	495	700	1197
Mtr.24367.1.S1_at	Medtr1g083850.1	495	1785	2253
Mtr.24369.1.S1_at	Medtr1g083830.1	405	16	278
Mtr.2437.1.S1_at	Medtr5g059280.2	495	838	1412
Mtr.2437.1.S1_at	Medtr5g059280.1	495	609	1183
Mtr.2437.1.S1_at	Medtr5g059280.3	495	754	1328
Mtr.24372.1.S1_at	Medtr1g083790.1	405	602	1072
Mtr.24373.1.S1_at	Medtr1g083780.1	450	9	283
Mtr.24374.1.S1_at	Medtr1g083780.1	495	325	647
Mtr.24377.1.S1_s_at	Medtr8g041870.1	495	645	855
Mtr.24379.1.S1_at	Medtr8g042020.1	495	995	1391
Mtr.24386.1.S1_at	Medtr1g071850.1	360	65	545
Mtr.24388.1.S1_at	Medtr1g071810.1	495	519	1083
Mtr.24388.1.S1_at	Medtr1g071810.2	495	551	1115
Mtr.24389.1.S1_at	Medtr1g071800.1	493	18	256
Mtr.2439.1.S1_at	Medtr3g098380.1	495	1378	1945
Mtr.24391.1.S1_at	Medtr1g071780.1	495	461	928
Mtr.24395.1.S1_at	Medtr1g071730.2	495	186	801
Mtr.24395.1.S1_at	Medtr1g071730.1	360	99	409
Mtr.24396.1.S1_at	Medtr1g071720.2	495	129	563
Mtr.24396.1.S1_at	Medtr1g071720.1	495	129	566
Mtr.24397.1.S1_at	Medtr1g071710.1	495	895	1042
Mtr.24398.1.S1_at	Medtr1g071700.1	405	3	126
Mtr.24399.1.S1_at	Medtr1g071690.1	448	30	319
Mtr.244.1.S1_at	Medtr5g022210.1	495	112	590
Mtr.24400.1.S1_at	Medtr1g071670.1	495	18	190
Mtr.24400.1.S1_x_at	Medtr1g071670.1	495	18	190
Mtr.24402.1.S1_at	Medtr1g071630.1	495	69	187
Mtr.24404.1.S1_at	Medtr1g019580.1	360	9	390
Mtr.24405.1.S1_at	Medtr1g019550.2	495	20	370
Mtr.24405.1.S1_at	Medtr1g019550.1	495	20	370
Mtr.24406.1.S1_at	Medtr1g019550.3	450	3630	3925
Mtr.24406.1.S1_at	Medtr1g019550.2	450	4062	4357
Mtr.24406.1.S1_at	Medtr1g019550.1	450	4161	4456
Mtr.24407.1.S1_at	Medtr1g019540.2	495	1329	1525
Mtr.24407.1.S1_at	Medtr1g019540.1	495	1382	1578
Mtr.24408.1.S1_at	Medtr1g019530.1	495	1214	1775
Mtr.24409.1.S1_at	Medtr1g019520.1	495	88	629
Mtr.2441.1.S1_s_at	Medtr2g005810.1	495	2553	3059
Mtr.24411.1.S1_at	Medtr1g019490.2	495	2537	3116
Mtr.24411.1.S1_at	Medtr1g019490.4	495	2868	3447
Mtr.24411.1.S1_at	Medtr1g019490.1	495	2490	3069
Mtr.24411.1.S1_at	Medtr1g019490.3	495	2471	3050
Mtr.24412.1.S1_at	Medtr1g019480.1	495	746	1188
Mtr.24414.1.S1_s_at	Medtr1g019470.1	495	111	517
Mtr.24414.1.S1_s_at	Medtr1g019450.1	495	111	517
Mtr.24414.1.S1_x_at	Medtr1g019470.1	495	23	584
Mtr.24415.1.S1_at	Medtr1g019440.1	495	697	788
Mtr.24415.1.S1_s_at	Medtr1g019440.1	495	786	1274
Mtr.24416.1.S1_at	Medtr1g019430.1	495	190	516
Mtr.24418.1.S1_at	Medtr1g019410.1	495	942	1514
Mtr.24419.1.S1_at	Medtr1g019400.1	360	52	442
Mtr.24422.1.S1_at	Medtr1g019360.1	450	133	538
Mtr.24424.1.S1_s_at	Medtr1g019290.1	495	714	1286
Mtr.24426.1.S1_at	Medtr3g113190.16	403	3644	3969
Mtr.24427.1.S1_at	Medtr3g113170.2	448	5842	6511
Mtr.24429.1.S1_at	Medtr3g113140.1	495	3110	3646
Mtr.2443.1.S1_at	Medtr1g111590.1	495	1207	1762
Mtr.24431.1.S1_at	Medtr3g113100.1	495	57	261
Mtr.24432.1.S1_at	Medtr3g113090.1	495	1522	2017
Mtr.24434.1.S1_at	Medtr3g113050.1	495	2028	2388
Mtr.24435.1.S1_at	Medtr3g113040.1	450	741	1176
Mtr.24437.1.S1_at	Medtr3g113010.1	495	1	124
Mtr.2444.1.S1_at	Medtr1g052115.1	450	841	1382
Mtr.2444.1.S1_at	Medtr1g052115.3	450	214	755
Mtr.2444.1.S1_at	Medtr1g052115.2	450	966	1507
Mtr.2444.1.S1_at	Medtr1g052115.4	450	491	1032
Mtr.24441.1.S1_s_at	Medtr5g004630.1	495	1637	2234
Mtr.24443.1.S1_at	Medtr5g004660.4	495	3120	3443
Mtr.24443.1.S1_at	Medtr5g004660.1	495	3019	3342
Mtr.24443.1.S1_at	Medtr5g004660.3	495	2950	3273
Mtr.24443.1.S1_at	Medtr5g004660.2	495	3115	3438
Mtr.24446.1.S1_at	Medtr5g004720.1	495	2438	2844
Mtr.24451.1.S1_at	Medtr5g004830.1	495	44	395
Mtr.24454.1.S1_at	Medtr3g063940.2	360	670	1136
Mtr.24454.1.S1_at	Medtr3g063940.1	360	670	1136
Mtr.24454.1.S1_at	Medtr3g063940.3	360	670	1120
Mtr.24456.1.S1_at	Medtr3g063950.1	360	605	1094
Mtr.24457.1.S1_at	Medtr3g063970.1	495	55	262
Mtr.24458.1.S1_at	Medtr3g063980.1	495	79	384
Mtr.24459.1.S1_a_at	Medtr3g063990.1	1635	168	288
Mtr.24459.1.S1_at	Medtr3g063990.1	495	299	658
Mtr.2446.1.S1_at	Medtr7g109200.1	450	372	925
Mtr.24460.1.S1_at	Medtr3g064020.1	495	173	642
Mtr.24461.1.S1_at	Medtr3g064040.1	495	419	903
Mtr.24462.1.S1_at	Medtr3g064050.2	495	1346	1925
Mtr.24462.1.S1_at	Medtr3g064050.1	495	2611	3190
Mtr.24463.1.S1_at	Medtr3g064070.1	495	54	539
Mtr.24463.1.S1_at	Medtr3g064070.2	495	106	591
Mtr.24464.1.S1_at	Medtr3g064080.1	495	1728	2202
Mtr.24465.1.S1_at	Medtr3g064090.1	495	1587	1696
Mtr.24465.1.S1_x_at	Medtr3g064090.1	495	1367	1799
Mtr.24466.1.S1_at	Medtr3g064093.1	495	4	264
Mtr.24467.1.S1_s_at	Medtr3g064097.1	495	50	135
Mtr.24467.1.S1_s_at	Medtr2g028450.1	495	671	756
Mtr.2447.1.S1_at	Medtr3g116810.1	492	325	808
Mtr.24470.1.S1_s_at	Medtr4g043930.1	495	25	60
Mtr.24470.1.S1_s_at	Medtr0444s0020.1	495	48	83
Mtr.24470.1.S1_s_at	Medtr0230s0050.1	397	25	60
Mtr.24471.1.S1_s_at	Medtr3g064180.1	495	1050	1618
Mtr.24473.1.S1_at	Medtr3g064210.1	495	2902	3325
Mtr.24475.1.S1_at	Medtr8g023050.1	495	1343	1978
Mtr.24476.1.S1_at	Medtr8g023060.1	495	88	676
Mtr.24476.1.S1_s_at	Medtr8g023060.1	495	115	424
Mtr.24479.1.S1_at	Medtr8g023080.1	495	4910	5384
Mtr.24479.1.S1_at	Medtr8g023080.3	495	5763	6237
Mtr.24479.1.S1_at	Medtr8g023080.2	495	5727	6201
Mtr.24480.1.S1_at	Medtr8g023090.1	495	44	272
Mtr.24481.1.S1_at	Medtr8g023100.1	495	138	535
Mtr.24484.1.S1_at	Medtr8g023130.1	495	1220	1817
Mtr.24488.1.S1_s_at	Medtr3g024480.1	495	20	56
Mtr.24488.1.S1_s_at	Medtr2g461370.1	495	20	56
Mtr.24488.1.S1_s_at	Medtr2g450970.1	495	113	149
Mtr.24488.1.S1_s_at	Medtr2g449980.1	495	20	56
Mtr.24488.1.S1_s_at	Medtr5g447010.1	495	20	56
Mtr.24490.1.S1_at	Medtr3g035620.1	495	11	305
Mtr.24490.1.S1_at	Medtr0002s0250.1	495	348	642
Mtr.24492.1.S1_s_at	Medtr4g006100.1	495	1208	1668
Mtr.24492.1.S1_s_at	Medtr7g021700.1	450	398	858
Mtr.24492.1.S1_s_at	Medtr6g042200.1	450	1208	1668
Mtr.24496.1.S1_at	Medtr4g006210.1	495	906	1425
Mtr.24497.1.S1_at	Medtr4g006220.2	405	685	1298
Mtr.24497.1.S1_at	Medtr4g006220.1	405	648	1079
Mtr.24497.1.S1_at	Medtr4g006220.3	405	685	1071
Mtr.24499.1.S1_at	Medtr4g006240.1	495	1191	1726
Mtr.24502.1.S1_at	Medtr4g006290.1	495	692	1350
Mtr.24507.1.S1_at	Medtr8g088700.1	495	21	210
Mtr.24508.1.S1_at	Medtr8g088720.1	495	80	489
Mtr.24509.1.S1_at	Medtr8g088730.1	405	1608	2372
Mtr.24511.1.S1_at	Medtr8g088750.1	495	483	994
Mtr.24513.1.S1_at	Medtr8g088790.1	495	890	1388
Mtr.24516.1.S1_at	Medtr8g088830.1	495	336	643
Mtr.24517.1.S1_at	Medtr8g088840.1	494	1030	1551
Mtr.24519.1.S1_at	Medtr8g088860.1	405	728	1208
Mtr.2452.1.S1_at	Medtr4g055920.1	450	3080	3576
Mtr.24520.1.S1_at	Medtr8g088880.1	448	677	1156
Mtr.24523.1.S1_at	Medtr8g088970.1	495	2330	2773
Mtr.24525.1.S1_s_at	Medtr3g072320.1	493	695	1166
Mtr.24527.1.S1_at	Medtr3g072080.1	360	568	1005
Mtr.24530.1.S1_s_at	Medtr3g072110.1	495	878	1264
Mtr.24531.1.S1_s_at	Medtr3g072120.1	495	96	264
Mtr.24531.1.S1_s_at	Medtr3g072120.3	495	96	264
Mtr.24531.1.S1_s_at	Medtr3g072120.2	495	89	257
Mtr.24532.1.S1_at	Medtr3g072130.1	495	419	972
Mtr.24533.1.S1_at	Medtr3g072140.1	495	2077	2635
Mtr.24534.1.S1_at	Medtr3g072160.2	495	451	952
Mtr.24534.1.S1_at	Medtr3g072160.1	495	310	811
Mtr.24535.1.S1_at	Medtr3g072190.1	495	495	829
Mtr.24535.1.S1_at	Medtr3g072190.2	495	294	628
Mtr.24536.1.S1_at	Medtr3g072215.1	495	626	799
Mtr.24537.1.S1_x_at	Medtr6g074695.1	446	1002	1301
Mtr.24540.1.S1_s_at	Medtr3g072260.1	495	124	512
Mtr.24542.1.S1_at	Medtr4g077620.1	359	1984	2090
Mtr.24543.1.S1_at	Medtr4g077605.1	495	8	180
Mtr.24545.1.S1_at	Medtr4g077580.1	495	1	75
Mtr.24547.1.S1_s_at	Medtr4g077550.1	495	1831	2376
Mtr.24549.1.S1_at	Medtr4g077520.1	450	426	954
Mtr.2455.1.S1_at	Medtr0133s0020.1	495	2724	3289
Mtr.24550.1.S1_s_at	Medtr4g077490.1	495	1310	1836
Mtr.24551.1.S1_s_at	Medtr4g077475.1	495	21	353
Mtr.24552.1.S1_s_at	Medtr4g077420.1	495	30	174
Mtr.24552.1.S1_s_at	Medtr4g077440.1	445	6	150
Mtr.24552.1.S1_s_at	Medtr4g077450.1	404	6	150
Mtr.24552.1.S1_s_at	Medtr4g077430.1	398	6	150
Mtr.24556.1.S1_at	Medtr6g014040.1	495	906	1422
Mtr.2456.1.S1_at	Medtr8g020790.1	493	2819	3402
Mtr.24561.1.S1_s_at	Medtr6g014187.1	495	392	813
Mtr.24561.1.S1_s_at	Medtr6g014160.1	495	324	745
Mtr.24563.1.S1_at	Medtr6g014185.1	405	235	1099
Mtr.24564.1.S1_at	Medtr6g014200.1	495	911	1038
Mtr.24566.1.S1_at	Medtr6g014240.1	495	765	1224
Mtr.24567.1.S1_at	Medtr6g014360.1	495	10	221
Mtr.2457.1.S1_at	Medtr8g020430.1	495	1602	1757
Mtr.24571.1.S1_at	Medtr7g044675.1	495	58	112
Mtr.24577.1.S1_at	Medtr7g444810.1	495	313	683
Mtr.24578.1.S1_s_at	Medtr7g444820.1	495	557	648
Mtr.24581.1.S1_at	Medtr4g115920.1	450	1661	2131
Mtr.24581.1.S1_at	Medtr4g115920.2	450	1798	2268
Mtr.24581.1.S1_s_at	Medtr4g115920.1	495	1116	2078
Mtr.24581.1.S1_s_at	Medtr4g115920.2	495	1253	2215
Mtr.24585.1.S1_at	Medtr4g115970.1	495	1881	2407
Mtr.24585.1.S1_at	Medtr4g115970.2	447	1738	2555
Mtr.24586.1.S1_at	Medtr4g115980.1	495	1694	2260
Mtr.24586.1.S1_at	Medtr4g115980.3	495	1661	2227
Mtr.24586.1.S1_at	Medtr4g115980.2	495	1679	2245
Mtr.24587.1.S1_at	Medtr4g115990.1	405	593	907
Mtr.24589.1.S1_at	Medtr4g116023.1	495	2	176
Mtr.2459.1.S1_at	Medtr8g015550.1	450	201	715
Mtr.24591.1.S1_at	Medtr4g116030.1	495	1255	1771
Mtr.24594.1.S1_at	Medtr1g015350.1	358	11	522
Mtr.24595.1.S1_at	Medtr1g015390.1	405	385	800
Mtr.24597.1.S1_at	Medtr1g015410.1	495	1235	1653
Mtr.24598.1.S1_at	Medtr1g015470.1	495	296	411
Mtr.24598.1.S1_at	Medtr1g015490.1	404	275	353
Mtr.24598.1.S1_x_at	Medtr1g015470.1	495	101	411
Mtr.24598.1.S1_x_at	Medtr1g015490.1	359	137	353
Mtr.24599.1.S1_at	Medtr1g015500.1	450	171	439
Mtr.246.1.S1_at	Medtr5g022180.1	495	189	604
Mtr.2460.1.S1_at	Medtr1g078040.1	450	270	2435
Mtr.2460.1.S1_at	Medtr1g078040.2	450	270	2411
Mtr.24600.1.S1_at	Medtr1g015520.1	495	19	226
Mtr.24601.1.S1_at	Medtr1g015530.1	495	2861	3096
Mtr.24601.1.S1_at	Medtr1g015530.2	495	2340	2575
Mtr.24602.1.S1_at	Medtr8g057660.1	495	337	900
Mtr.24606.1.S1_at	Medtr8g057697.1	495	44	275
Mtr.24607.1.S1_at	Medtr8g057703.1	495	37	245
Mtr.24616.1.S1_at	Medtr8g058050.1	495	68	280
Mtr.24619.1.S1_at	Medtr2g020580.1	495	16	295
Mtr.24620.1.S1_s_at	Medtr2g020520.2	495	303	716
Mtr.24620.1.S1_s_at	Medtr2g020520.3	495	135	548
Mtr.24620.1.S1_s_at	Medtr2g020520.1	495	364	777
Mtr.24620.1.S1_s_at	Medtr2g020520.4	495	415	828
Mtr.24622.1.S1_at	Medtr2g020510.1	495	1549	1989
Mtr.24624.1.S1_at	Medtr2g020480.1	405	5	364
Mtr.24625.1.S1_at	Medtr2g020450.1	450	133	640
Mtr.24626.1.S1_at	Medtr2g020450.1	495	1545	1980
Mtr.24627.1.S1_at	Medtr2g020440.2	450	3374	3536
Mtr.24627.1.S1_at	Medtr2g020440.1	450	3380	3542
Mtr.24628.1.S1_at	Medtr2g020440.2	405	2787	3191
Mtr.24628.1.S1_at	Medtr2g020440.1	405	2789	3193
Mtr.2463.1.S1_s_at	Medtr3g062590.2	495	380	856
Mtr.2463.1.S1_s_at	Medtr3g062590.1	495	294	770
Mtr.24633.1.S1_at	Medtr1g086000.1	495	335	468
Mtr.24636.1.S1_s_at	Medtr5g069010.1	495	133	427
Mtr.24636.1.S1_s_at	Medtr5g068910.1	495	220	514
Mtr.24637.1.S1_at	Medtr1g085900.1	449	206	778
Mtr.24638.1.S1_at	Medtr1g085770.1	360	537	871
Mtr.24640.1.S1_at	Medtr1g086950.1	495	433	948
Mtr.24642.1.S1_at	Medtr1g086970.1	495	922	1425
Mtr.24643.1.S1_at	Medtr1g086980.10	495	2741	3672
Mtr.24643.1.S1_at	Medtr1g086980.3	495	2666	3597
Mtr.24643.1.S1_at	Medtr1g086980.4	495	2465	3396
Mtr.24643.1.S1_at	Medtr1g086980.2	495	2434	3365
Mtr.24643.1.S1_at	Medtr1g086980.11	495	2171	3102
Mtr.24643.1.S1_at	Medtr1g086980.5	495	2915	3846
Mtr.24643.1.S1_at	Medtr1g086980.8	495	2464	3395
Mtr.24643.1.S1_at	Medtr1g086980.9	495	2377	3308
Mtr.24643.1.S1_at	Medtr1g086980.1	360	2561	2893
Mtr.24644.1.S1_at	Medtr1g087010.1	403	34	405
Mtr.24646.1.S1_at	Medtr1g087050.1	495	60	380
Mtr.24648.1.S1_at	Medtr1g087120.1	495	4770	5308
Mtr.2465.1.S1_at	Medtr1g073890.1	495	321	785
Mtr.24653.1.S1_at	Medtr1g098740.1	495	357	963
Mtr.24659.1.S1_at	Medtr1g098790.1	495	1008	1569
Mtr.24659.1.S1_at	Medtr1g098790.4	495	1131	1692
Mtr.24659.1.S1_at	Medtr1g098790.2	495	1114	1675
Mtr.24659.1.S1_at	Medtr1g098790.3	495	1304	1865
Mtr.2466.1.S1_x_at	Medtr7g012860.1	358	633	877
Mtr.2466.1.S1_x_at	Medtr0287s0060.1	358	534	778
Mtr.24662.1.S1_at	Medtr1g098870.1	495	1549	2112
Mtr.24663.1.S1_at	Medtr8g022250.1	495	1	197
Mtr.24665.1.S1_at	Medtr8g022220.1	495	3	259
Mtr.2467.1.S1_at	Medtr8g059275.1	352	1180	5495
Mtr.2467.1.S1_at	Medtr8g059275.2	352	1180	3935
Mtr.24674.1.S1_at	Medtr8g017040.1	495	190	370
Mtr.24676.1.S1_at	Medtr8g016985.1	495	219	734
Mtr.2468.1.S1_at	Medtr2g084615.1	450	2504	2963
Mtr.2468.1.S1_at	Medtr2g084620.2	405	2839	3298
Mtr.2468.1.S1_at	Medtr2g084620.1	405	2814	3273
Mtr.24681.1.S1_at	Medtr8g016940.1	495	152	728
Mtr.24683.1.S1_s_at	Medtr4g116360.1	495	133	576
Mtr.24685.1.S1_at	Medtr4g116320.1	495	208	803
Mtr.24689.1.S1_at	Medtr4g116277.1	360	124	671
Mtr.2469.1.S1_at	Medtr7g015190.4	495	877	1338
Mtr.2469.1.S1_at	Medtr7g015190.3	495	888	1349
Mtr.2469.1.S1_at	Medtr7g015190.2	495	840	1301
Mtr.2469.1.S1_at	Medtr7g015190.1	495	817	1278
Mtr.24691.1.S1_at	Medtr4g116260.1	495	32	214
Mtr.24694.1.S1_at	Medtr8g094690.1	495	322	853
Mtr.24695.1.S1_at	Medtr8g094730.2	495	1352	1660
Mtr.24695.1.S1_at	Medtr8g094730.1	495	1352	1660
Mtr.24695.1.S1_at	Medtr8g094730.3	495	1352	1660
Mtr.24695.1.S1_at	Medtr8g094730.4	495	1352	1660
Mtr.24695.1.S1_at	Medtr8g094730.6	495	672	980
Mtr.24695.1.S1_at	Medtr8g094730.5	495	672	980
Mtr.24699.1.S1_at	Medtr8g094150.1	450	1157	1663
Mtr.2470.1.S1_at	Medtr8g058965.1	495	255	770
Mtr.24703.1.S1_at	Medtr8g094100.1	495	255	865
Mtr.24704.1.S1_at	Medtr8g094080.1	495	18	293
Mtr.24705.1.S1_s_at	Medtr8g094030.1	495	177	643
Mtr.24706.1.S1_s_at	Medtr8g094010.1	495	38	211
Mtr.24706.1.S1_s_at	Medtr8g093980.1	495	38	211
Mtr.24707.1.S1_at	Medtr8g094000.1	405	62	574
Mtr.24709.1.S1_at	Medtr8g093970.1	405	11	334
Mtr.2471.1.S1_at	Medtr3g080580.1	494	138	701
Mtr.24713.1.S1_at	Medtr8g093880.1	495	2402	2844
Mtr.24714.1.S1_at	Medtr8g087275.1	495	35	387
Mtr.24715.1.S1_at	Medtr8g087425.1	495	429	773
Mtr.24717.1.S1_s_at	Medtr8g087470.1	495	418	844
Mtr.24717.1.S1_s_at	Medtr8g087460.1	495	421	847
Mtr.24718.1.S1_at	Medtr8g087480.1	495	314	569
Mtr.2472.1.S1_at	Medtr8g010620.2	495	451	853
Mtr.2472.1.S1_s_at	Medtr8g010620.1	495	419	729
Mtr.2472.1.S1_s_at	Medtr8g010620.4	495	351	661
Mtr.2472.1.S1_s_at	Medtr8g010620.2	495	419	804
Mtr.24720.1.S1_at	Medtr8g087510.1	495	6	433
Mtr.24721.1.S1_at	Medtr8g087540.1	495	1317	1700
Mtr.24722.1.S1_at	Medtr8g087590.1	495	273	626
Mtr.24726.1.S1_x_at	Medtr8g073700.1	360	97	355
Mtr.24729.1.S1_at	Medtr8g073840.1	495	70	524
Mtr.2473.1.S1_s_at	Medtr2g087390.1	495	472	879
Mtr.24731.1.S1_at	Medtr8g073850.1	495	2	553
Mtr.24731.1.S1_at	Medtr8g073770.1	356	37	588
Mtr.24732.1.S1_at	Medtr8g073880.1	405	10	239
Mtr.24733.1.S1_at	Medtr8g073900.1	495	15	354
Mtr.24735.1.S1_at	Medtr8g073950.1	405	1465	1499
Mtr.24738.1.S1_at	Medtr8g074000.1	495	923	1309
Mtr.24739.1.S1_at	Medtr8g074010.1	495	844	1080
Mtr.2474.1.S1_at	Medtr4g033330.1	494	274	854
Mtr.24741.1.S1_s_at	Medtr8g074030.2	495	843	1217
Mtr.24741.1.S1_s_at	Medtr8g074030.1	495	873	1247
Mtr.24742.1.S1_at	Medtr8g077280.1	405	58	422
Mtr.24743.1.S1_at	Medtr8g077500.1	495	1	379
Mtr.24744.1.S1_at	Medtr8g077510.1	405	137	317
Mtr.24748.1.S1_at	Medtr8g077540.1	450	414	634
Mtr.24748.1.S1_at	Medtr8g077540.7	450	447	667
Mtr.24748.1.S1_at	Medtr8g077540.3	450	464	684
Mtr.24748.1.S1_at	Medtr8g077540.2	450	483	703
Mtr.24748.1.S1_at	Medtr8g077540.4	448	1001	1219
Mtr.24748.1.S1_at	Medtr8g077540.5	448	984	1202
Mtr.24748.1.S1_at	Medtr8g077540.6	448	965	1183
Mtr.24749.1.S1_at	Medtr8g077580.1	495	1184	1445
Mtr.2475.1.S1_at	Medtr8g095600.4	448	1162	1332
Mtr.2475.1.S1_at	Medtr8g095600.1	448	1162	1332
Mtr.2475.1.S1_at	Medtr8g095600.2	448	1185	1355
Mtr.2475.1.S1_at	Medtr8g095600.3	448	1162	1332
Mtr.24750.1.S1_at	Medtr8g077590.1	495	1180	1647
Mtr.24752.1.S1_at	Medtr8g077650.1	360	420	872
Mtr.24755.1.S1_at	Medtr4g114600.1	358	82	521
Mtr.24758.1.S1_at	Medtr4g114620.2	450	690	928
Mtr.2476.1.S1_s_at	Medtr8g086410.1	495	66	591
Mtr.2476.1.S1_s_at	Medtr8g086410.2	495	239	764
Mtr.2476.1.S1_s_at	Medtr8g086410.4	495	193	718
Mtr.2476.1.S1_s_at	Medtr8g086410.3	493	388	934
Mtr.24760.1.S1_at	Medtr4g114635.1	495	4	231
Mtr.24762.1.S1_at	Medtr4g114643.1	495	304	813
Mtr.24762.1.S1_at	Medtr4g114040.1	403	1401	1910
Mtr.24763.1.S1_at	Medtr4g114650.4	405	2240	2551
Mtr.24763.1.S1_at	Medtr4g114650.2	405	1492	1803
Mtr.24763.1.S1_at	Medtr4g114650.1	405	228	659
Mtr.24763.1.S1_at	Medtr4g114650.3	405	2082	2393
Mtr.24764.1.S1_at	Medtr4g114650.4	450	3388	3971
Mtr.24764.1.S1_at	Medtr4g114650.2	450	2640	3223
Mtr.24764.1.S1_at	Medtr4g114650.1	450	1376	1959
Mtr.24764.1.S1_at	Medtr4g114650.3	450	3230	3813
Mtr.24765.1.S1_at	Medtr4g114660.1	495	3	338
Mtr.24766.1.S1_at	Medtr4g114670.2	495	927	1290
Mtr.24766.1.S1_at	Medtr4g114670.1	495	966	1329
Mtr.24768.1.S1_s_at	Medtr8g088200.1	495	144	686
Mtr.2477.1.S1_at	Medtr5g094700.1	493	368	949
Mtr.24772.1.S1_s_at	Medtr8g088300.1	495	1611	2196
Mtr.24774.1.S1_at	Medtr8g088320.1	495	372	969
Mtr.24777.1.S1_s_at	Medtr8g088390.2	405	2105	2630
Mtr.24777.1.S1_s_at	Medtr8g088390.1	405	1918	2443
Mtr.24779.1.S1_at	Medtr2g037900.1	495	500	796
Mtr.24784.1.S1_at	Medtr2g037815.1	495	216	417
Mtr.24785.1.S1_s_at	Medtr2g037740.1	495	2873	3404
Mtr.24789.1.S1_at	Medtr6g046480.1	495	2840	3406
Mtr.24792.1.S1_at	Medtr6g046450.1	495	2927	3409
Mtr.24793.1.S1_at	Medtr6g046440.1	495	2648	3038
Mtr.24794.1.S1_at	Medtr6g046430.1	404	52	260
Mtr.248.1.S1_at	Medtr5g022110.1	495	1148	1637
Mtr.2480.1.S1_at	Medtr4g094435.1	495	652	1087
Mtr.24803.1.S1_at	Medtr6g046330.1	495	607	914
Mtr.24804.1.S1_at	Medtr6g046320.1	450	782	1337
Mtr.2481.1.S1_at	Medtr0039s0080.1	495	204	737
Mtr.24811.1.S1_at	Medtr1g015770.1	495	1165	1501
Mtr.24813.1.S1_at	Medtr1g015820.1	495	603	996
Mtr.24814.1.S1_at	Medtr1g015830.1	495	181	722
Mtr.24814.1.S1_at	Medtr1g015830.2	405	149	542
Mtr.24815.1.S1_at	Medtr1g015890.1	495	279	597
Mtr.24817.1.S1_at	Medtr1g015910.1	495	1399	1806
Mtr.24817.1.S1_at	Medtr1g015910.2	495	1040	1447
Mtr.24819.1.S1_at	Medtr1g015940.1	495	1091	1664
Mtr.2482.1.S1_at	Medtr5g029600.1	495	654	1069
Mtr.24820.1.S1_s_at	Medtr1g015980.1	495	1364	1558
Mtr.24823.1.S1_at	Medtr8g088420.2	450	530	765
Mtr.24823.1.S1_at	Medtr8g088420.1	450	534	778
Mtr.24826.1.S1_at	Medtr8g088450.1	495	23	304
Mtr.24828.1.S1_at	Medtr1g095960.1	495	14	153
Mtr.2483.1.S1_at	Medtr2g088820.1	495	314	858
Mtr.24834.1.S1_s_at	Medtr1g095830.2	495	99	508
Mtr.24834.1.S1_s_at	Medtr1g095830.1	495	139	573
Mtr.24835.1.S1_at	Medtr1g095820.1	405	1	206
Mtr.24836.1.S1_s_at	Medtr1g095780.1	495	974	1387
Mtr.24836.1.S1_s_at	Medtr1g095780.2	495	973	1386
Mtr.24838.1.S1_at	Medtr1g095750.1	495	10	405
Mtr.24839.1.S1_at	Medtr1g095740.1	495	859	1428
Mtr.2484.1.S1_at	Medtr2g086730.1	450	1007	1560
Mtr.24841.1.S1_at	Medtr1g082475.1	495	3	200
Mtr.24842.1.S1_at	Medtr1g082480.1	495	600	1146
Mtr.24842.1.S1_at	Medtr1g082480.2	495	600	1259
Mtr.24847.1.S1_at	Medtr1g082515.1	495	3	256
Mtr.24848.1.S1_at	Medtr1g082518.1	495	43	152
Mtr.2485.1.S1_at	Medtr7g087200.1	495	495	836
Mtr.24851.1.S1_at	Medtr1g082550.1	495	730	1266
Mtr.24852.1.S1_at	Medtr1g082560.1	495	2	237
Mtr.24853.1.S1_s_at	Medtr1g082570.1	495	724	1098
Mtr.24854.1.S1_s_at	Medtr1g082580.1	494	1013	1671
Mtr.24856.1.S1_x_at	Medtr0089s0070.1	400	901	1154
Mtr.24856.1.S1_x_at	Medtr7g046515.1	400	901	1154
Mtr.24859.1.S1_at	Medtr3g047670.1	360	46	449
Mtr.24862.1.S1_at	Medtr3g047580.1	495	69	347
Mtr.2487.1.S1_at	Medtr4g094378.1	450	1073	1630
